ID,Is_Lead
LEWKD4PA,0.2387
B9JENQDR,0.0341
BGVQQ2QF,0.2305
SKA2MXXX,0.6755
BRGRQGCV,0.0674
FZDUYUZS,0.1297
STHZCZMQ,0.0218
AGWQXYSK,0.028
ZMXBDAFI,0.0155
7HUWEUJO,0.021
RNPTWY6J,0.0206
D63CE4JE,0.1315
JWPYWNEU,0.0342
CLU9WQQT,0.0395
NR5WGFN3,0.0365
F8TSYPVA,0.0149
QP2KV4CW,0.0225
GYKEBWCJ,0.0335
F9S9YZME,0.0325
N24NSEQJ,0.1603
IDFGBLIU,0.6193
FBOGFQFB,0.169
4VB7NFVX,0.0143
R4I3U6WD,0.0363
HNZWV5EM,0.1384
UNFYHUVP,0.0222
GJTTIERJ,0.0345
5MAVNMJX,0.0216
JZ4ZRZTA,0.028
8NG6UC8R,0.0238
K9OYK83E,0.9501
RB65FVXC,0.6036
D2YB7S8P,0.0429
9PFZ8GSE,0.0223
KE9JE458,0.035
VO5TK8FH,0.0225
RVXXEWTK,0.1139
MS2BW42V,0.7231
IZ2WTEUM,0.0423
HFSBB5OA,0.1373
I45PNTSC,0.0335
AT8BBNEH,0.0205
LGMCRTXE,0.0346
FLHARRYM,0.0362
D7SKYGEU,0.0203
CDVFVZN7,0.027
CEWLRR8Y,0.0212
LUCZHK3E,0.0334
CXJPU8PX,0.021
EEZE8GXQ,0.1326
JTGIKBCV,0.0385
CJHYZVAV,0.1625
BSZZU2BK,0.13
KSKVJWTS,0.0339
N9BANBOO,0.1704
X4KLM3YU,0.0213
CYFJBWNG,0.0333
JOUCPG5U,0.0348
GQSWAG6M,0.0221
7DQEOUAG,0.7217
HA7JKNHG,0.0297
FF7MPYXR,0.037
YMS7QOAS,0.6617
DJ43FJEN,0.6907
9G7CGD3C,0.0209
DYBXGBFU,0.7119
FJU3EAS5,0.0326
2X4WKSFP,0.034
BUHDYYGL,0.021
QWWFB53L,0.0426
4DIOJQQX,0.0225
IQDNORWY,0.4503
MKXO7DVG,0.0463
NIRZ4HID,0.2547
5CSV6TOA,0.0209
9SP9SJJE,0.1276
GQ7VMAJN,0.1408
VSJHZY3Q,0.04
BBHTJLPQ,0.0368
Q3STKNUB,0.1277
RX7XF57H,0.0214
2AYJMXM2,0.0207
XS3Q7AZR,0.0331
NTFACGEL,0.1103
JRXVV5GJ,0.0937
TPSEHTTQ,0.021
VNORJUB2,0.026
UPNEWLXW,0.0377
ZFRVI2UZ,0.1901
DAD4EMXW,0.0334
LUVNAEPN,0.0207
KUKPJIXJ,0.6258
EFFMCIMW,0.0357
G8GN4JNV,0.0313
F6YE3HVL,0.034
NXDXBMBF,0.0214
MHSJQ4JV,0.7358
ZV5H4FDP,0.0433
SXHNHYFX,0.0343
FFHSRPBN,0.0269
Z2VJAMOW,0.0316
HNS3R3D5,0.6631
QADPUPRH,0.0402
C6WQT4RX,0.0347
56WAN93C,0.0382
NRPPMJWP,0.798
XJFB5B9W,0.1307
3BQVCYAE,0.1302
EINEPRYC,0.0268
CFEXBQSJ,0.6786
SKAFGCWQ,0.0503
GU8ONBGT,0.1348
M9AFNCEQ,0.0318
UUFE3JAX,0.7169
PT59Y8HN,0.1187
ARAZ5ZVL,0.0637
PVNZKRS2,0.0528
JPRR3MJX,0.2488
EXZFCXZP,0.1263
SDVPTGTB,0.0182
EIJIAREQ,0.0571
3BAYEXZC,0.0325
MHNGXLNY,0.0318
DCXCPZVX,0.0379
GY3GGMD6,0.1914
ZC6SSPYK,0.1303
XNOFGM36,0.1208
BKAUTCVF,0.034
QCJLXDJ8,0.0211
UGYADX5L,0.3526
GGFGJNYK,0.0193
CELABZOL,0.6828
EGEBKGVH,0.7222
OXWWZMVZ,0.7078
YLUDZJQB,0.15
KPSVKJBB,0.039
QUBAWSUU,0.0458
C2IB9QPQ,0.0323
GEDNUQUA,0.0329
XBSA5NGK,0.113
HXXI4BN2,0.9494
JMOTEOOJ,0.0232
EQQSMGXD,0.1742
WRPD2HMF,0.661
4C7CY3ER,0.1544
EAYJ4OJF,0.021
2MEMZBBY,0.2368
NX428PF5,0.0373
XYQ4HMEE,0.1105
74QHCPOR,0.0315
6CZVKQTC,0.0195
LKI8SIWO,0.7885
E7SJU7FV,0.6504
JRTVTWUY,0.0199
EXQSXAHB,0.1279
DAVGFGE3,0.034
NDYNMDUS,0.2531
HCJYF2QZ,0.0349
MYGFN2IW,0.0309
SOGYHWEX,0.11
XRDU4PBA,0.0343
BUGVH4DZ,0.0422
JNNEZCBB,0.1621
5FKFGIZC,0.1025
NUEGYUGH,0.0348
ABFQUVTA,0.0354
WMWAQLVG,0.0346
IYVVBXWR,0.1162
NREVGZLT,0.0353
U3BH4IY4,0.7307
EFMRYVOU,0.136
JYP6C5FS,0.2441
KEPXCN2O,0.0211
INAKY9RK,0.0348
CWFCD2XN,0.7418
DAJT6YYA,0.0345
XV2WQ7GY,0.0197
JWVNPODL,0.2465
H5KVKZQY,0.2446
HFSJS8WA,0.7939
JE2Q5DCN,0.0203
WFGZQVVN,0.149
DX8A78IA,0.0219
LHDE2QJC,0.0326
27WCHANV,0.0358
NGDJFWPK,0.0139
9AFT9Z67,0.0234
8XMAYA7Z,0.7481
T5TGKHOM,0.033
KNUQEVWC,0.129
DIFJFDR7,0.0364
XKAB9QYG,0.0371
CU7WX4M2,0.2374
TUFWHICI,0.7217
CSUXS6UC,0.0334
HEUYOQJS,0.0212
ZXHATVUN,0.0361
KWR4BJAI,0.0713
F7RZRQVW,0.019
JUJWCYPP,0.0148
2P8MMC3U,0.1411
EBV3ROLX,0.0275
FB33CRMM,0.0262
8AXBJ3ZN,0.0209
SZHWFXMQ,0.1323
NJYNANBT,0.021
F2DZBV9E,0.1378
MWHOTDGD,0.3118
JKGQ6Q59,0.0196
4F4UVPIS,0.6563
KDBEZB4W,0.0398
4IUEVZR6,0.032
CKDLDGBK,0.0408
BMBMKLO5,0.6517
L2DWAWQ8,0.7363
UYXLWIRP,0.0214
FIIFQK7R,0.0346
TBMUHP5Y,0.0771
ACKAWX6A,0.1445
ZWGMQZGS,0.0562
NYCJAH9H,0.0253
3R3Q7LQU,0.9489
NIBKBT5J,0.108
N9TMNZFO,0.0456
TURJYWRJ,0.0408
7M579PSP,0.0189
6WSQZRZD,0.1988
6P5GXEAY,0.1177
DIRV6QNM,0.0214
DKYWNCLE,0.022
R4MRAHPP,0.0333
EKYVSQ5T,0.0274
N4BRANZJ,0.2309
BUXRZYW4,0.1144
A6BSMDIU,0.0291
G7LVRCOZ,0.0365
XKWQPGCN,0.0392
WXCVPZVR,0.0239
QWT7FVWQ,0.0577
UESNISUC,0.0148
U96QQDMA,0.034
KGKRLGHN,0.1996
B48AAWO4,0.0326
4KDFRJTQ,0.9482
V99WB3MP,0.0459
9USF3V2T,0.0347
8TTBHDWW,0.0149
44NXV522,0.018
GUVTVHVA,0.0217
FNMYKXQ8,0.056
AMM2AUGN,0.0199
HNBGGECH,0.2002
IAKCCEQE,0.6704
TXHYU53A,0.0213
J9TVCS4P,0.0187
PQFG7RVU,0.6931
E4XHEY5M,0.2104
ZGXJAJHD,0.0259
SF3U5N9N,0.6753
GQAW8GKJ,0.0269
BSYAT4Q6,0.6071
MEMAFSXY,0.0216
65RFJYZA,0.0218
SPFVIIHP,0.0356
7JYEFUQQ,0.0341
XNZB34YR,0.0409
WZBGLHSP,0.0967
87GW5R2B,0.0269
FEPZABDS,0.0214
JNF4M6HC,0.0149
BVCDEFKW,0.7766
J3ZWSXCO,0.0148
YBLEGRSE,0.0383
WTF8P7V8,0.7472
ABIYRCGE,0.0368
KNMYXLRC,0.0206
CFVLZIN7,0.0212
K47UMJDR,0.7579
2RDRCURM,0.2878
N4HKJDBX,0.0202
WGGRDUJM,0.0401
6R8SWNWL,0.0275
MB5EVGMF,0.6974
4XMAPD2C,0.0218
B382IJYT,0.0334
AZIXBJDW,0.1413
FJSWUU3X,0.0414
TMB7UW6N,0.6954
BEGGFDCW,0.1064
TVJPH4BN,0.6082
9FSPZ5WG,0.1515
KOBVJ9DT,0.0202
2VCDTZKX,0.1209
JDTSV7UJ,0.1289
MHVNW7PC,0.9516
WSGMINXL,0.6993
BAGZCANC,0.024
QU6LRB7T,0.0144
77MMC3ZJ,0.2462
HQKV8JZH,0.0205
RU843WAT,0.1283
3PRFSYJP,0.022
FZR8DAAY,0.2405
BKBEQ7EH,0.0333
BMBYJTCF,0.0183
9F3JS3SS,0.0205
LNTHB8EC,0.0181
2NOO8MXG,0.7209
FVEDRPAS,0.1545
C4UMWDFD,0.1188
XMHRUSX7,0.7096
VJMAGUNE,0.0498
D3CYVWRZ,0.021
3CWZG8YW,0.0203
7GW8HWJB,0.2447
JEPSMPY6,0.1324
BFOWNRPA,0.0314
J2AGEJWO,0.0223
ASM8RE94,0.0211
TLZ5WSBY,0.0267
SWFQFAFE,0.0559
FGBY3BM3,0.666
CA5MVMTK,0.0401
76O7BYB3,0.1005
I8I4UQQ2,0.1179
8Q4FXOQI,0.0374
7N8S8RVP,0.0189
JMNT6HKQ,0.017
4AQYP6T4,0.7572
CCVEYPDT,0.675
NEZUZXSE,0.0201
ZYRBHE5X,0.0425
BTHUEGSL,0.681
QUVYSJKC,0.2165
SXNBY7P8,0.0152
QCWOXVDT,0.2436
SDBKBFUC,0.0145
N3HQXP93,0.038
FJF2R559,0.0324
DX2NSTRC,0.3473
B7S5FXNB,0.0331
FZNCCJS5,0.9397
MFWRUU8O,0.0189
KCKK5NAN,0.3032
WLY7WNSY,0.7403
TV7JSWHS,0.0318
WEFRAEUB,0.1342
WQKVFKYX,0.3348
LDCWXFZR,0.0337
7WYKPTE4,0.9474
VXJR9OHG,0.024
DGBWPXE4,0.0206
WOBGZCHF,0.3118
GM5ZLTAD,0.0224
EEYQ92WM,0.2006
A9QTKLTQ,0.1402
EVRYFMM5,0.019
HZT7GMIB,0.0286
VQPBAQMK,0.0503
HFBOEXFJ,0.0199
MXGYNVZB,0.0198
M9KP7EQW,0.0325
M8PSGEVT,0.0363
8YJWOC4T,0.1416
W7DPYWKU,0.0305
HSESPJWF,0.1468
AUUETMSE,0.1554
EIBVIG5Z,0.0407
AHLQFSXG,0.0266
C6VMEVM9,0.0302
JGRVWRRF,0.0223
3EGEKWHW,0.0357
N4X6DSFX,0.1037
FKK9S25E,0.0217
RZTPYTEW,0.1233
JNEWQFNU,0.0787
AUQJSUGZ,0.1908
HUVXAHJI,0.1302
V4TNVMQA,0.0356
R9W4YUP6,0.0241
SJVU6JTU,0.0216
6Y8QBWPR,0.078
LQMX2YPW,0.0221
JAHLSX5B,0.0186
79ARKMPK,0.6872
RCU9KEFC,0.0237
IGTEJF6Z,0.0199
MWCTTZKD,0.0214
CTHTL8KP,0.043
BZHHVRK6,0.0385
VMTNCLZT,0.0387
QN7EONYV,0.122
3M3TQVJB,0.1304
KRGBGRU4,0.0377
KD8DRTPQ,0.032
OJAHSFEI,0.1163
A5WDUTPR,0.0407
LRHVBP6H,0.0405
G8AFNBV3,0.0144
G9MPN3TN,0.0396
NVMUEXZS,0.0564
KHY39N7W,0.0415
UDFHXSNF,0.7712
C4UHSO4M,0.187
KF8AQSMN,0.0193
K72DSIY8,0.1694
6PQT2YFR,0.0211
M3X5VR2A,0.0188
U5M6GKM7,0.0327
BRYAIT3P,0.036
TEVB5SKJ,0.1304
B8SQBSVB,0.041
5VSQVPCD,0.1334
ARUFAQUG,0.0181
BSEBPB5B,0.023
EQOHOMQT,0.0163
H65H9VAB,0.0372
8BFKOWDE,0.6665
2JVZ5ZND,0.1299
37UPT2GG,0.035
PW4FQ6CY,0.0233
GWZ4KHC5,0.0335
X3A32ZZF,0.0401
CGSBXAKR,0.0143
7Q42UYDY,0.0371
9GA7NGKE,0.0341
G4DBSQT5,0.0363
XJYQYVGA,0.1579
84OKFQHS,0.038
BX8KYC5S,0.0362
CHH2S35Z,0.7397
7XFS9HEX,0.1244
FBQGRLNV,0.0163
2TTGLFLQ,0.0264
2WRIMONC,0.0529
CJBRGWGN,0.1168
HANH6YZP,0.028
4KPA4YHR,0.2362
DFPII22O,0.031
EJUUMWPQ,0.0215
NNDUP9EE,0.0256
CB5TGLCW,0.7793
EUIWEHP4,0.0359
IBV4SSPJ,0.021
PUXVSVTQ,0.0481
LCKPRODK,0.0367
XNRC4VHE,0.0376
7OK937XC,0.2162
ZZGRDMI9,0.0325
5N2Z7YLL,0.0143
K5EG5AHN,0.0229
RGMTYHIQ,0.0284
KR8BXBYI,0.0334
KCFYYRC4,0.053
GHDVHBYI,0.0344
Z5KN8VUG,0.6925
GD6KQJZ6,0.021
VDU6B9FP,0.0346
5RBD9D3D,0.021
BDQMQUCX,0.0323
HHAY4EQP,0.6564
XITEYKTK,0.0154
A5CGK77N,0.0196
FQVWNCGS,0.0361
DMTN958M,0.0235
CJB3RDDP,0.0324
M7M3ZD4W,0.0213
FFH5XEUC,0.2349
DRMDQNWQ,0.0211
JYKXFWX3,0.0193
LVFJPUDN,0.0343
MEKQ7GCG,0.1201
BSXVJKHS,0.0244
H6BB5R3Z,0.0293
RRTQIQJC,0.0659
JIFBAYCB,0.0228
AV2JZRVT,0.0738
3EJZUSRJ,0.0233
KCPF5JAF,0.0148
XQKVPKM6,0.265
JOCDNXXF,0.1918
I9WJA6JF,0.0453
9RSAUUPH,0.0187
P36MMR7X,0.041
CARDYWPM,0.0376
BCG8TQNU,0.7218
IVVD5SDI,0.0202
KHUDKRPY,0.0337
CZWXZC96,0.0247
GBDWHKPZ,0.0727
EM6INKA7,0.0209
HCFX8ED7,0.0347
EWVEGMSZ,0.0221
TLMU4IA9,0.0366
NHA4TOFK,0.0209
P3FDRZXZ,0.1204
HE6MSALD,0.0351
FJFLVDDU,0.0148
XKAQ5I8F,0.0358
R2WQJLUY,0.0203
ARKM4WXM,0.0383
N8EGFHYY,0.0391
EIZWMHTJ,0.044
MHXS3PMC,0.0204
DYXCPZQY,0.7257
EOFH3KXX,0.0356
MONOOTVT,0.2228
YHBKXDXX,0.0331
VUXK7TAA,0.1374
CVZBBQVV,0.016
2EGUR28K,0.7172
RZJLGYYY,0.0298
HAEGBJQZ,0.0209
LB4UJNDU,0.2572
UAFJCYPO,0.0457
6CFWA3NW,0.1184
9VUKGTAI,0.014
WGU24R2Q,0.1988
NUWD3FAY,0.0209
2FB8VYNF,0.6112
G8S5JR7U,0.0323
E7GADWU6,0.5759
QGVKWG2W,0.0316
NRPYAN2I,0.0206
LB9ZPNBY,0.0256
KBUU9GTF,0.0543
KTDHZXB8,0.0402
CCERCB6H,0.0216
NMJN8TQV,0.0329
KHXJYMEI,0.0144
C72RZOYA,0.0204
DMJ9T46J,0.0339
HLWMKRRA,0.7425
QKFPXRFV,0.0147
8QZNJIDP,0.1232
XVPTR2AY,0.0166
4VX8DC5R,0.1023
MA8SO4SK,0.0341
JMPKZWTU,0.0366
BQL8ZKNW,0.0539
3W9NM8ZH,0.0228
ERXQJFCE,0.0348
DRHQTRDS,0.0252
JYSJGDDN,0.0202
XW6BJF7L,0.7536
MJ27JAKH,0.0342
QBXUNKWA,0.0217
NMWZTIEH,0.1039
CQJBIP99,0.0184
MGAK3GXZ,0.1448
L6CSN3BB,0.13
WREQBSUI,0.0218
E2WGCUPA,0.0314
8M2YTHRZ,0.6932
F4JEQKNU,0.0409
3IDP22GW,0.021
XAMJRCYU,0.1223
DTER2R7D,0.2178
I98Z8HNE,0.7687
HR5XBJVM,0.0386
YGZTMGB7,0.6594
PSBOHVNJ,0.0243
8QUFXEMA,0.0203
KMGBZNCA,0.027
7ERZDEMI,0.0203
GNLWEDZP,0.042
SPQEDCOU,0.0139
NSQ4RKNO,0.0193
DCV7CJDQ,0.0392
5NYXHRMH,0.2143
CRCXSST6,0.0262
ACRPCPRE,0.0204
DD8T2DRC,0.0139
52MTEBDZ,0.0316
P2PWARDS,0.6793
AWAJBXLB,0.0208
CRA6MEMV,0.0319
7ASYXE6A,0.0368
6HBRAE9M,0.714
URKOW8RA,0.2125
MBHGUV56,0.0213
6BRMRNTO,0.0415
2QQGUDAK,0.1961
EDZUZTOB,0.0283
KWCTLHMC,0.0312
MPAYJAXN,0.2114
H3MXHXJO,0.0148
SQTKLMAI,0.1261
NBOOLRF5,0.0277
MBXRFCTT,0.767
NMMPZMNA,0.6782
AMW6NJCF,0.1284
6CHFWCCQ,0.6901
BSKFYPCC,0.0332
KGN8GHKZ,0.0341
HBJBJHOK,0.3359
IJNW95EO,0.0207
4N34ZZRA,0.0326
6WKTEOFZ,0.0206
FX94RDNW,0.0214
KS4JBTL6,0.952
FJAVTJS7,0.0476
UPQEVVMU,0.0353
CRZB4ZGB,0.0253
JYJRVZTT,0.1451
KQK8S8CG,0.7004
JFRO8OTN,0.0239
2BLTXHSB,0.0251
BZHZVPKC,0.0346
GE4VFAJH,0.5774
MADCDZES,0.0209
D7YPJDAK,0.0162
EAVAMG2B,0.0303
9BJB9WNR,0.345
3TLLGKJA,0.1339
F62R3PGZ,0.0175
68WEXKVB,0.0154
JXR5N7CH,0.1824
L7I6EJMW,0.1233
TRILX8QT,0.0277
CQSTKDUX,0.0307
AQKGFEZB,0.0337
SAVZ56EA,0.0307
VGRHH5BK,0.0196
GTCDNMBF,0.1779
XVMJMPCD,0.0201
CKFQQNDA,0.0137
QDHHEHWA,0.0411
H6SXNKC7,0.0346
E2JAMLQP,0.0213
XZMGB5FR,0.2401
EMABPFPH,0.0212
KBGBNFWA,0.941
IGFPECKT,0.0234
KQUOKKT7,0.0289
RBOQSGHA,0.0415
X22A8KUZ,0.2104
WB2SVZPT,0.5628
DIFQVALO,0.1439
QHHZBBMU,0.6524
SJT5VHTP,0.1373
O9FMB7MX,0.0206
LDCJ5GBW,0.0205
MOSXMCCN,0.6518
FX3L4S6Z,0.1272
HCCSVCEP,0.0158
FDZXYMRH,0.1252
LXEQHH2D,0.0184
6HA3NXDS,0.0476
68PYT3CF,0.0205
VE4UYZTU,0.1773
FRDT2DBR,0.051
GSD6VHA2,0.0161
AMKSWFDH,0.1215
XRYP3VYK,0.1347
XIFVSSV6,0.0208
W4RJBEBS,0.0511
5SUTW9QL,0.0292
FAHIFIFF,0.0382
4ZR2TMOA,0.0274
EZBSYWQU,0.0325
FSCMUMLE,0.0217
2LSC8W9Z,0.6322
6RPGHRCA,0.0221
CDX3MIHD,0.0392
KJJHZMNJ,0.0372
HABY38BN,0.1432
X5ELUSJE,0.0344
ZJTTQEEL,0.2607
MHUC5RGD,0.132
NCWSS9X9,0.0334
IMNXDL3Z,0.7046
BTXMKNZR,0.0513
RXY2YNXP,0.0232
MWBFFQS8,0.0442
XRQHD9HF,0.3921
JDCPVCYR,0.0244
8SKL8H7A,0.0306
JYNRYFMJ,0.038
LBEENGGK,0.1431
6CP6PTHP,0.228
JZPNE5IC,0.0199
EXG8YGY8,0.0371
G9IKZ7ZM,0.0204
NRFCEPWB,0.0406
KIO6ET4Y,0.0248
C2V7HUFW,0.1258
JMQ8HXVX,0.1059
DZHFMHDP,0.0387
DJYJX2LQ,0.0464
DZXQUWMJ,0.1943
B9PYFTEG,0.5722
BYZM6IJU,0.0179
OX8QRYTC,0.0179
DPRMUEJH,0.0235
F7VJVTPC,0.0246
FBFSXNKI,0.027
NDJKC9JU,0.0492
GXCMF6SK,0.0401
MZKVMMS4,0.0212
5CKXZQV6,0.1367
BVVTQ46L,0.1446
XYBBBVVF,0.7197
LKJUDPFW,0.724
FIBAXTSJ,0.1715
PX4ZNEC8,0.0274
PASZ3TZA,0.024
56JJFDR2,0.024
DAUEAXV9,0.0343
GT3SHMCU,0.0866
JMWTNUDB,0.0226
VWAFGRYE,0.0251
IZOUQCSK,0.2557
25OTR6YQ,0.0315
6CCREH8G,0.0211
B7D5YXOD,0.183
VV4TJS8A,0.3111
KHSDJXWT,0.0221
YRNP87NE,0.6525
6WKPH9E9,0.0404
JQSXEBGA,0.0323
DLGVXWHS,0.0256
K75U5YXV,0.02
GODZSYEN,0.036
D4WQ5JRA,0.03
8W387TWK,0.1878
F4KMX5QM,0.0385
NPYQKCC5,0.0375
Z7XYQHLH,0.0182
JCYZJMYR,0.0276
9HPHCGHS,0.023
AG8YSH4M,0.0374
DAZOP4BA,0.0265
CV8IK8X9,0.0221
TWNNJKBX,0.1559
3WBWV7EX,0.0216
NUKBFHG8,0.0473
FPQKCEDO,0.1083
AYHPAVUH,0.0884
IYNZOF6K,0.033
8JGJ8TVA,0.724
BGGHCJ2P,0.5986
29PCFKCG,0.0142
VYSFNL5P,0.0392
DPGKPM5P,0.029
N9VIFMHZ,0.2437
FJHKOSSH,0.1842
BM7QTWXD,0.1816
JEAWZGY5,0.1274
AMXVPAQW,0.0252
6NPMVNPP,0.1256
V6KDRPBY,0.0689
B4MCCVVO,0.6734
69XKCPBC,0.0249
YCBHDT5P,0.0357
VCGGAILJ,0.663
YENZ8DFZ,0.0218
ZRXFGXH6,0.0481
ZUSVDUE3,0.0235
Q4GJCUZP,0.0208
HVPZITBN,0.7715
F9BRWDRG,0.2982
DG5XRYOJ,0.0386
F2GGTCD2,0.7897
APW7EQTP,0.9485
T9RBWPTW,0.0216
TUVMYNMQ,0.0277
XYFX5WQL,0.0241
WDRGMKSE,0.0997
FEUQUMOI,0.1148
7HXMUQTC,0.0185
EYWCWLXM,0.1304
FMNZQTSX,0.1171
BALUUQAP,0.1354
6CET7BJA,0.0404
SZGF26YZ,0.7545
PBYPIG2U,0.3126
HS2MGMPK,0.6098
PEYRJZQS,0.2131
UWRBD62Q,0.0331
C5JNWH79,0.0216
J3NTGAHU,0.095
PXJSBUVP,0.7857
3KE3EEGT,0.0364
YH7DFAZY,0.028
HDOSTZHZ,0.0314
BNFYTZMZ,0.0416
2RJYTKGU,0.0546
ANHPQKSA,0.0224
NKDVIVLJ,0.144
3QGPNTBL,0.2213
P72BNE2P,0.033
ZJG2HC8M,0.0205
BEWTRHJ7,0.0222
CNXM8JVN,0.0446
H7JTSSBU,0.0354
VXWWRDEP,0.0208
BBWDVHAS,0.0404
QWDRBX9N,0.193
YXE7PFNK,0.0208
EQT5X3B5,0.0227
QPTX8DTC,0.1034
AUYCFK9W,0.0199
MUJZNZES,0.0185
9ASTPH95,0.0405
EATSKUUH,0.0157
EEEZMHXQ,0.0236
FGCP2LEE,0.0231
BDJWIXPB,0.0329
LV9HNTOO,0.0239
AID8MGQG,0.0482
LW8F5VYJ,0.0174
VKZHTVNE,0.0256
AENWPXT6,0.0376
CVTRZN5P,0.6647
2MXUF8MT,0.0432
HEKVEQXU,0.2707
IZKSKMWB,0.1587
FK39K5PH,0.0417
2QHTYUYB,0.0216
FPRSBK89,0.9576
5S2GPQID,0.041
GACQR6R7,0.7758
ULZYVWRZ,0.0345
WAL6YFUQ,0.02
PN54KVRS,0.0338
AA8IYUDI,0.3826
KF4WHA9U,0.0212
4WORCJX4,0.0341
TKACKRFV,0.0199
PK6MDGNH,0.0351
KFYJV3SS,0.6907
GEORLUUU,0.0208
7KHBEGWB,0.1273
RYD8SLEN,0.0276
XQ2BEXRO,0.1222
HJ86CW9Y,0.0224
CYLS7DNT,0.0343
KFSQV3NH,0.0489
FRKGHCPT,0.0326
KYKABEVM,0.6796
SBPE4Z8O,0.0144
JMPMFHLR,0.1401
9VQKLCKW,0.0338
DEST8WJ5,0.0408
HACPPGDE,0.0207
J3UEGWVQ,0.0206
UTOCTDD5,0.0205
DEY4KFJ3,0.034
EZXR3YIW,0.0213
FQAYKMRO,0.045
5DHQATXW,0.2348
C2TUXPA9,0.0219
JPD7UBBZ,0.0316
ERGDS55B,0.021
IAJXAQFH,0.7181
8HGBLWXR,0.0215
TU6A6AMH,0.1143
CR8X248E,0.1136
QTVRXSKX,0.2356
DUJYW2TU,0.6678
CYQGNEQ2,0.0331
2TRJN5UF,0.1768
7MPDDUR4,0.0331
CYQEPFQT,0.0338
IDZXREAW,0.1173
U4QUHP7L,0.761
DK9CD7ZE,0.039
6HHA5RRK,0.194
49EXMJZ6,0.128
2G2EE3DT,0.0193
CGXEVZMU,0.2574
NR4CZSY2,0.0231
C9MYME6K,0.0194
DANNWQAR,0.0219
CHMWB8HB,0.0338
XPUXZUM3,0.0155
BRIVPZ3K,0.0399
AA2LFP2A,0.2288
DGWB49MS,0.0315
EYWP4KGH,0.0218
FCUK6HYX,0.0354
JDYWX4KP,0.9394
GMYUFPSA,0.0206
QNQFHUNS,0.0154
EZXZGS4B,0.021
XQM82POQ,0.0223
EWEIQOCY,0.0158
6FA9PSDN,0.4668
HBNNJRUH,0.0148
FVKEWJTZ,0.0456
JJJOPMXD,0.0399
WD84W6A5,0.0294
JMVPYXWM,0.1091
EUUBXAGT,0.034
ZLK4Q3ZM,0.0206
5URB6AEJ,0.718
HNH3JDCM,0.7264
NXTHD3OP,0.0342
3VAPSJCX,0.0415
IPCLFCRQ,0.0212
JENCHMDU,0.0339
DARDATUK,0.0322
H8IKUYS2,0.0321
3CEYF3HJ,0.0351
D6WBL9RK,0.7358
ZYYFXVMR,0.0425
GVCRQWBA,0.0213
AAA7C8CQ,0.025
G35TQ69J,0.254
NCNX7TV2,0.021
MNS9XTUF,0.7018
3IR4T7SP,0.023
MEVQOXL7,0.0209
T6GTUN4C,0.0216
JXQHC7XY,0.6128
MJRHG8KX,0.6942
EYZ682NJ,0.0232
8VEMGFSL,0.0351
DACDCTZT,0.0382
JP7CBCEM,0.0252
J9QWFQF9,0.0386
6GD4RLCB,0.1191
EWXTCXPE,0.1307
7C7GOENS,0.1692
23DQAVQV,0.0155
RGFD8ZPH,0.0197
CL8K3YBD,0.0348
6YBQNHBQ,0.7636
DTHBZKSB,0.9439
6TQEDZQC,0.0213
CFXOBW2O,0.1354
7T8JYYCL,0.0205
HESCSZXV,0.1358
CJAKDFTL,0.2464
ZDXZFR6Q,0.0281
MYVGM9RJ,0.0205
65WHYC4P,0.1793
FTIMYRAQ,0.0373
QCQWQEJR,0.1134
XCS33DFV,0.7211
9MJ9YWYC,0.0269
5XWYNLTF,0.0234
JKWIJWGV,0.1454
RT5XDCCG,0.0197
C2XYGARV,0.131
BUGY6EM8,0.0468
BNWJ5VGE,0.0336
PJRV3JVA,0.0324
MMTWFV7G,0.0363
EE9YKKYQ,0.0427
HSYV74R2,0.0368
85NHNJ4U,0.0207
CWLV52II,0.0325
QLP9RNSY,0.6876
HRNSH9AN,0.0328
CZWTSLYF,0.1084
BUIAAHR2,0.126
FPPDU3MT,0.7544
D2CBWDEY,0.0143
LHCQDWFD,0.0402
C4NX6KNV,0.1036
7UVWTHEE,0.0207
B7VETZWT,0.0218
BPFXKQAR,0.0148
FOP3Q52Q,0.0208
EMROYVNN,0.0362
DKD7C2FC,0.1129
7MYZZD9X,0.022
PCWON3RF,0.0502
AN4AFOBT,0.0417
DXOHRX9D,0.0218
HCMNUKTP,0.0961
WFLS7II9,0.1995
NA2J3YYK,0.0779
B4PB8ZAG,0.0381
54CNAFA2,0.1271
5BKYPMJM,0.0323
GAGVEZC5,0.0375
RGE7TEQJ,0.6929
TTOE9VGM,0.0196
JP9XGQCD,0.0153
YE9FMBVV,0.0446
AZNJEPKE,0.0236
T7Z9HTUC,0.023
NNUDJXEP,0.0412
3ZXHWEN4,0.133
BBJJTFNT,0.0314
MFOXWHJF,0.0442
SXVQEPPN,0.0341
MHQVNGZF,0.0381
R6BFDBCG,0.0526
GV8YLUY4,0.1305
M2IRDPRC,0.0346
HXDYYFBG,0.0208
OJ5DPMGN,0.0249
IWQDQLRK,0.0209
2YTABPCF,0.0334
ZDTENK4U,0.0206
K5AAKXS8,0.0195
8MAGHVCV,0.0222
XM6XDRY2,0.7163
DGAHJFFQ,0.0202
5NGBJ7BQ,0.1882
C8IVJZGV,0.02
HNEFKSZF,0.1441
RPZEKDST,0.0405
